"SET","312500.00"
"GET","500000.00"
"INCR","384615.38"
"LPUSH","384615.38"
"RPUSH","400000.00"
"LPOP","400000.00"
"RPOP","416666.66"
"SADD","416666.66"
"HSET","400000.00"
"SPOP","500000.00"
"LPUSH (needed to benchmark LRANGE)","416666.66"
"LRANGE_100 (first 100 elements)","27624.31"
"LRANGE_300 (first 300 elements)","9174.31"
"LRANGE_500 (first 450 elements)","5167.96"
"LRANGE_600 (first 600 elements)","3901.68"
"MSET (10 keys)","11547.34"
