"SET","434782.59"
"GET","1000000.00"
"INCR","1111111.12"
"LPUSH","833333.31"
"RPUSH","909090.94"
"LPOP","833333.31"
"RPOP","909090.94"
"SADD","909090.94"
"HSET","769230.75"
"SPOP","1111111.12"
"LPUSH (needed to benchmark LRANGE)","833333.31"
"LRANGE_100 (first 100 elements)","47393.37"
"LRANGE_300 (first 300 elements)","12562.81"
"LRANGE_500 (first 450 elements)","7633.59"
"LRANGE_600 (first 600 elements)","6013.23"
"MSET (10 keys)","125000.00"
