"SET","400000.00"
"GET","909090.94"
"INCR","1000000.00"
"LPUSH","833333.31"
"RPUSH","909090.94"
"LPOP","833333.31"
"RPOP","833333.31"
"SADD","1000000.00"
"HSET","769230.75"
"SPOP","1111111.12"
"LPUSH (needed to benchmark LRANGE)","769230.75"
"LRANGE_100 (first 100 elements)","51813.47"
"LRANGE_300 (first 300 elements)","13422.82"
"LRANGE_500 (first 450 elements)","7680.49"
"LRANGE_600 (first 600 elements)","5643.34"
"MSET (10 keys)","121951.22"
