"SET","253164.55"
"GET","298507.47"
"INCR","227272.73"
"LPUSH","225225.22"
"RPUSH","235294.11"
"LPOP","258397.94"
"RPOP","257069.41"
"SADD","218340.61"
"HSET","218818.39"
"SPOP","295858.00"
"LPUSH (needed to benchmark LRANGE)","210084.03"
"LRANGE_100 (first 100 elements)","27203.48"
"LRANGE_300 (first 300 elements)","9570.29"
"LRANGE_500 (first 450 elements)","5773.34"
"LRANGE_600 (first 600 elements)","4683.18"
"MSET (10 keys)","118203.30"
