"SET","384615.38"
"GET","1000000.00"
"INCR","1111111.12"
"LPUSH","833333.31"
"RPUSH","909090.94"
"LPOP","833333.31"
"RPOP","909090.94"
"SADD","909090.94"
"HSET","769230.75"
"SPOP","1111111.12"
"LPUSH (needed to benchmark LRANGE)","555555.56"
"LRANGE_100 (first 100 elements)","50505.05"
"LRANGE_300 (first 300 elements)","12706.48"
"LRANGE_500 (first 450 elements)","7722.01"
"LRANGE_600 (first 600 elements)","6176.65"
"MSET (10 keys)","125000.00"
