"SET","333333.34"
"GET","526315.81"
"INCR","400000.00"
"LPUSH","384615.38"
"RPUSH","416666.66"
"LPOP","476190.47"
"RPOP","400000.00"
"SADD","416666.66"
"HSET","384615.38"
"SPOP","500000.00"
"LPUSH (needed to benchmark LRANGE)","434782.59"
"LRANGE_100 (first 100 elements)","28735.63"
"LRANGE_300 (first 300 elements)","9157.51"
"LRANGE_500 (first 450 elements)","5232.86"
"LRANGE_600 (first 600 elements)","3926.19"
"MSET (10 keys)","11534.03"
