"SET","312500.00"
"GET","526315.81"
"INCR","370370.38"
"LPUSH","370370.38"
"RPUSH","384615.38"
"LPOP","384615.38"
"RPOP","454545.47"
"SADD","400000.00"
"HSET","400000.00"
"SPOP","476190.47"
"LPUSH (needed to benchmark LRANGE)","416666.66"
"LRANGE_100 (first 100 elements)","28735.63"
"LRANGE_300 (first 300 elements)","9090.91"
"LRANGE_500 (first 450 elements)","5202.91"
"LRANGE_600 (first 600 elements)","3880.48"
"MSET (10 keys)","11520.74"
